group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
0,CD69,11.260432,1.298186,2.0574799641006865e-29,1.7267464628174478e-27,0.5639288738357324,0.29843953185955785
0,CCND3,11.201267,1.016206,4.019443028010105e-29,3.331854700185754e-27,0.7188823031329382,0.49934980494148246
0,TRAF3IP3,10.996173,1.100507,3.9869642173550126e-28,3.2256135304089e-26,0.607112616426757,0.3972691807542263
0,TOMM7,10.995705,0.74070436,4.0077109294178877e-28,3.229480528223354e-26,0.8323454699407282,0.7074122236671001
0,DNAJB1,10.711018,1.6984235,9.036315094545902e-27,7.056699193138433e-25,0.39796782387806945,0.16384915474642392
0,MYL12A,10.697761,0.6937797,1.042681243591249e-26,8.111258012644847e-25,0.9085520745131245,0.7919375812743823
0,TNFAIP3,10.546311,1.6251885,5.283058782580367e-26,4.017110787085357e-24,0.4055884843353091,0.1755526657997399
0,KLF12,10.462135,1.2502775,1.2891763903018052e-25,9.729433459046385e-24,0.5088907705334462,0.27308192457737324
0,ZNF331,10.459769,1.174775,1.321770779720469e-25,9.938340442611973e-24,0.56731583403895,0.3328998699609883
0,THEMIS,10.432392,2.210574,1.7639054400352964e-25,1.3213611640797742e-23,0.32006773920406434,0.08062418725617686
0,SNHG6,10.406494,1.1279099,2.3159519319399855e-25,1.703361591833387e-23,0.5537679932260796,0.34525357607282187
0,SNHG32,10.404794,1.0142066,2.3576701209929335e-25,1.7277621691015607e-23,0.6240474174428451,0.43237971391417424
0,CDC14A,10.203075,2.0473425,1.9209183232857288e-24,1.3632454037465666e-22,0.3327688399661304,0.11118335500650195
0,PDE3B,10.135729,2.186724,3.835015537697037e-24,2.712133715575534e-22,0.31160033869602033,0.08387516254876463
0,RORA,10.096154,1.8517345,5.745109061100295e-24,4.0488005529552116e-22,0.3471634208298052,0.12483745123537061
0,FHIT,10.082848,2.4970841,6.579112741265006e-24,4.620456052250903e-22,0.29466553767993225,0.07672301690507152
0,ANK3,9.98953,3.0528686,1.6938437907453042e-23,1.1732768668361139e-21,0.26418289585097376,0.04226267880364109
0,SYTL3,9.930388,1.4504423,3.0705605515615396e-23,2.119629956173505e-21,0.4157493649449619,0.20091027308192458
0,CXCR4,9.927012,0.97017175,3.17628474234192e-23,2.170389702655665e-21,0.6968670618120237,0.4778933680104031
0,SOD1,9.892096,0.9902992,4.504983020660542e-23,3.0474176112334487e-21,0.5961049957662997,0.4044213263979194
0,DDX5,9.876374,0.6904022,5.2705703503716335e-23,3.553418530220555e-21,0.8543607112616427,0.735370611183355
0,ACAP1,9.812601,1.3926857,9.937371710520063e-23,6.67751761518202e-21,0.42167654530059273,0.19375812743823148
0,SNHG5,9.739538,1.1141477,2.0448240483683159e-22,1.3649706667424937e-20,0.502116850127011,0.3094928478543563
0,CD6,9.645455,2.6007273,5.138271271250918e-22,3.35247337846197e-20,0.2701100762066046,0.053966189856957086
0,PEBP1,9.470843,1.152788,2.7759382645936602e-21,1.7880932273780692e-19,0.4707874682472481,0.2717815344603381
0,CD28,9.46074,3.021788,3.0577149236510833e-21,1.9633441919291052e-19,0.2506350550381033,0.04096228868660598
0,LAT,9.455442,1.7843063,3.2166005583510974e-21,2.058827939658522e-19,0.3293818797629128,0.11248374512353707
0,HNRNPA1,9.375011,0.42994085,6.916851738753752e-21,4.385587563261235e-19,0.930567315834039,0.8914174252275683
0,LDLRAP1,9.289085,2.6831021,1.556203780034704e-20,9.655146519933106e-19,0.2574089754445385,0.05071521456436931
0,RPL29,9.275631,0.25479308,1.7657154256896218e-20,1.091089583693699e-18,0.9737510584250635,0.9778933680104032
0,TXK,9.275409,1.9433317,1.769392778856587e-20,1.091089583693699e-18,0.3056731583403895,0.09362808842652796
0,SELL,9.142022,1.0209526,6.129507964056838e-20,3.722985828258666e-18,0.5258255715495342,0.3328998699609883
0,PCED1B,9.05962,1.8622717,1.3090555488519575e-19,7.880046884249909e-18,0.3090601185436071,0.10208062418725618
0,C12orf57,9.01046,1.2863488,2.0519446619993522e-19,1.2259181487953086e-17,0.40982218458933106,0.20741222366710013
